period,report_date,report_year,chart_series,panel,period_label,value_usd_per_day,is_latest,source_file
2024-07,2025-06-23,2025,spot,LR2 spot,Jul-24,40000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,spot,LR2 spot,Aug-24,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-09,2025-06-23,2025,spot,LR2 spot,Sep-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,spot,LR2 spot,Oct-24,32000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,spot,LR2 spot,Nov-24,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,spot,LR2 spot,Dec-24,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,spot,LR2 spot,Jan-25,40000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-02,2025-06-23,2025,spot,LR2 spot,Feb-25,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,spot,LR2 spot,Mar-25,40000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,spot,LR2 spot,Apr-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,spot,LR2 spot,May-25,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2019-10,2021-10-18,2021,spot,MR Atlantic Basket spot,Oct-19,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,spot,MR Atlantic Basket spot,Jan-20,30000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,spot,MR Atlantic Basket spot,Apr-20,30000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,spot,MR Atlantic Basket spot,Jul-20,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,spot,MR Atlantic Basket spot,Oct-20,5000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,spot,MR Atlantic Basket spot,Nov-20,5000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,spot,MR Atlantic Basket spot,Jan-21,5000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,spot,MR Atlantic Basket spot,Jan-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,spot,MR Atlantic Basket spot,Mar-21,8000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,spot,MR Atlantic Basket spot,Apr-21,5000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-04,2026-04-20,2026,spot,MR Atlantic Basket spot,Apr 21,11000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-05,2022-07-01,2022,spot,MR Atlantic Basket spot,May-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,spot,MR Atlantic Basket spot,Jul-21,10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,spot,MR Atlantic Basket spot,Jul-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,spot,MR Atlantic Basket spot,Sep-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2026-04-20,2026,spot,MR Atlantic Basket spot,Sept 21,5000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-10,2021-10-18,2021,spot,MR Atlantic Basket spot,Oct-21,5000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,spot,MR Atlantic Basket spot,Oct-21,3000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,spot,MR Atlantic Basket spot,Nov-21,10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,spot,MR Atlantic Basket spot,Nov-21,2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,spot,MR Atlantic Basket spot,Dec-21,10000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,spot,MR Atlantic Basket spot,Jan-22,10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,spot,MR Atlantic Basket spot,Jan-22,19000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,spot,MR Atlantic Basket spot,Feb-22,8000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2026-04-20,2026,spot,MR Atlantic Basket spot,Feb 22,15000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-03,2022-07-01,2022,spot,MR Atlantic Basket spot,Mar-22,15000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,spot,MR Atlantic Basket spot,Mar-22,22000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,spot,MR Atlantic Basket spot,Apr-22,30000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,spot,MR Atlantic Basket spot,May-22,65000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,spot,MR Atlantic Basket spot,May-22,48000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,spot,MR Atlantic Basket spot,Jun-22,18000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,spot,MR Atlantic Basket spot,Jul-22,47000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,spot,MR Atlantic Basket spot,Jul-22,45000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2026-04-20,2026,spot,MR Atlantic Basket spot,Jul 22,45000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-08,2023-06-26,2023,spot,MR Atlantic Basket spot,Aug-22,71000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,spot,MR Atlantic Basket spot,Sep-22,30000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,spot,MR Atlantic Basket spot,Oct-22,42000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,spot,MR Atlantic Basket spot,Nov-22,68000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,spot,MR Atlantic Basket spot,Dec-22,75000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2026-04-20,2026,spot,MR Atlantic Basket spot,Dec 22,75000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-01,2023-06-26,2023,spot,MR Atlantic Basket spot,Jan-23,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,spot,MR Atlantic Basket spot,Feb-23,56000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,spot,MR Atlantic Basket spot,Mar-23,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,spot,MR Atlantic Basket spot,Apr-23,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,spot,MR Atlantic Basket spot,May-23,35000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,spot,MR Atlantic Basket spot,May-23,21000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-05,2026-04-20,2026,spot,MR Atlantic Basket spot,May 23,25000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-06,2023-06-26,2023,spot,MR Atlantic Basket spot,Jun-23,18000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,spot,MR Atlantic Basket spot,Jun-23,25000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,spot,MR Atlantic Basket spot,Jul-23,15000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,spot,MR Atlantic Basket spot,Aug-23,30000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,spot,MR Atlantic Basket spot,Sep-23,25000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,spot,MR Atlantic Basket spot,Oct-23,20000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2026-04-20,2026,spot,MR Atlantic Basket spot,Oct 23,40000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-11,2024-07-01,2024,spot,MR Atlantic Basket spot,Nov-23,45000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,spot,MR Atlantic Basket spot,Dec-23,55000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,spot,MR Atlantic Basket spot,Jan-24,40000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,spot,MR Atlantic Basket spot,Feb-24,35000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,spot,MR Atlantic Basket spot,Mar-24,40000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2026-04-20,2026,spot,MR Atlantic Basket spot,Mar 24,30000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-04,2024-07-01,2024,spot,MR Atlantic Basket spot,Apr-24,35000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,spot,MR Atlantic Basket spot,May-24,30000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,spot,MR Atlantic Basket spot,Jun-24,45000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,spot,MR Atlantic Basket spot,Jun-24,45000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,spot,MR Atlantic Basket spot,Jul-24,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,spot,MR Atlantic Basket spot,Aug-24,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2026-04-20,2026,spot,MR Atlantic Basket spot,Aug 24,20000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-09,2025-06-23,2025,spot,MR Atlantic Basket spot,Sep-24,22000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,spot,MR Atlantic Basket spot,Oct-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,spot,MR Atlantic Basket spot,Nov-24,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,spot,MR Atlantic Basket spot,Dec-24,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,spot,MR Atlantic Basket spot,Jan-25,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2026-04-20,2026,spot,MR Atlantic Basket spot,Jan 25,25000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-02,2025-06-23,2025,spot,MR Atlantic Basket spot,Feb-25,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,spot,MR Atlantic Basket spot,Mar-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,spot,MR Atlantic Basket spot,Apr-25,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,spot,MR Atlantic Basket spot,May-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-06,2026-04-20,2026,spot,MR Atlantic Basket spot,Jun 25,25000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-11,2026-04-20,2026,spot,MR Atlantic Basket spot,Nov 25,40000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2026-04,2026-04-20,2026,spot,MR Atlantic Basket spot,Apr 26,83000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2019-10,2021-10-18,2021,spot,MR Pacific Basket spot,Oct-19,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,spot,MR Pacific Basket spot,Jan-20,20000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,spot,MR Pacific Basket spot,Apr-20,30000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,spot,MR Pacific Basket spot,Jul-20,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,spot,MR Pacific Basket spot,Oct-20,5000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,spot,MR Pacific Basket spot,Nov-20,7000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,spot,MR Pacific Basket spot,Jan-21,0,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,spot,MR Pacific Basket spot,Jan-21,12000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,spot,MR Pacific Basket spot,Mar-21,7000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,spot,MR Pacific Basket spot,Apr-21,5000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-04,2026-04-20,2026,spot,MR Pacific Basket spot,Apr 21,12000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-05,2022-07-01,2022,spot,MR Pacific Basket spot,May-21,11000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,spot,MR Pacific Basket spot,Jul-21,10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,spot,MR Pacific Basket spot,Jul-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,spot,MR Pacific Basket spot,Sep-21,15000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2026-04-20,2026,spot,MR Pacific Basket spot,Sept 21,1000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-10,2021-10-18,2021,spot,MR Pacific Basket spot,Oct-21,5000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,spot,MR Pacific Basket spot,Oct-21,9000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,spot,MR Pacific Basket spot,Nov-21,11000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,spot,MR Pacific Basket spot,Nov-21,8000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,spot,MR Pacific Basket spot,Dec-21,10000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,spot,MR Pacific Basket spot,Jan-22,8000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,spot,MR Pacific Basket spot,Jan-22,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,spot,MR Pacific Basket spot,Feb-22,6000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2026-04-20,2026,spot,MR Pacific Basket spot,Feb 22,10000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-03,2022-07-01,2022,spot,MR Pacific Basket spot,Mar-22,10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,spot,MR Pacific Basket spot,Mar-22,25000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,spot,MR Pacific Basket spot,Apr-22,18000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,spot,MR Pacific Basket spot,May-22,12000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,spot,MR Pacific Basket spot,May-22,54000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,spot,MR Pacific Basket spot,Jun-22,40000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,spot,MR Pacific Basket spot,Jul-22,54000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,spot,MR Pacific Basket spot,Jul-22,57000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2026-04-20,2026,spot,MR Pacific Basket spot,Jul 22,45000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-08,2023-06-26,2023,spot,MR Pacific Basket spot,Aug-22,55000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,spot,MR Pacific Basket spot,Sep-22,65000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,spot,MR Pacific Basket spot,Oct-22,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,spot,MR Pacific Basket spot,Nov-22,42000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,spot,MR Pacific Basket spot,Dec-22,60000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2026-04-20,2026,spot,MR Pacific Basket spot,Dec 22,65000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-01,2023-06-26,2023,spot,MR Pacific Basket spot,Jan-23,45000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,spot,MR Pacific Basket spot,Feb-23,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,spot,MR Pacific Basket spot,Mar-23,45000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,spot,MR Pacific Basket spot,Apr-23,42000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,spot,MR Pacific Basket spot,May-23,35000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,spot,MR Pacific Basket spot,May-23,31000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-05,2026-04-20,2026,spot,MR Pacific Basket spot,May 23,25000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-06,2023-06-26,2023,spot,MR Pacific Basket spot,Jun-23,20000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,spot,MR Pacific Basket spot,Jun-23,35000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,spot,MR Pacific Basket spot,Jul-23,20000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,spot,MR Pacific Basket spot,Aug-23,25000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,spot,MR Pacific Basket spot,Sep-23,28000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,spot,MR Pacific Basket spot,Oct-23,38000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2026-04-20,2026,spot,MR Pacific Basket spot,Oct 23,30000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-11,2024-07-01,2024,spot,MR Pacific Basket spot,Nov-23,20000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,spot,MR Pacific Basket spot,Dec-23,18000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,spot,MR Pacific Basket spot,Jan-24,30000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,spot,MR Pacific Basket spot,Feb-24,58000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,spot,MR Pacific Basket spot,Mar-24,42000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2026-04-20,2026,spot,MR Pacific Basket spot,Mar 24,45000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-04,2024-07-01,2024,spot,MR Pacific Basket spot,Apr-24,40000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,spot,MR Pacific Basket spot,May-24,42000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,spot,MR Pacific Basket spot,Jun-24,40000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,spot,MR Pacific Basket spot,Jun-24,53000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,spot,MR Pacific Basket spot,Jul-24,38000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,spot,MR Pacific Basket spot,Aug-24,22000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2026-04-20,2026,spot,MR Pacific Basket spot,Aug 24,18000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-09,2025-06-23,2025,spot,MR Pacific Basket spot,Sep-24,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,spot,MR Pacific Basket spot,Oct-24,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,spot,MR Pacific Basket spot,Nov-24,10000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,spot,MR Pacific Basket spot,Dec-24,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,spot,MR Pacific Basket spot,Jan-25,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2026-04-20,2026,spot,MR Pacific Basket spot,Jan 25,20000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-02,2025-06-23,2025,spot,MR Pacific Basket spot,Feb-25,15000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,spot,MR Pacific Basket spot,Mar-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,spot,MR Pacific Basket spot,Apr-25,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,spot,MR Pacific Basket spot,May-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-06,2026-04-20,2026,spot,MR Pacific Basket spot,Jun 25,25000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-11,2026-04-20,2026,spot,MR Pacific Basket spot,Nov 25,30000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2026-04,2026-04-20,2026,spot,MR Pacific Basket spot,Apr 26,43000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2019-10,2021-10-18,2021,spot,Suezmax spot,Oct-19,30000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,spot,Suezmax spot,Jan-20,60000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,spot,Suezmax spot,Apr-20,120000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,spot,Suezmax spot,Jul-20,30000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,spot,Suezmax spot,Oct-20,10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,spot,Suezmax spot,Nov-20,5000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,spot,Suezmax spot,Jan-21,0,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,spot,Suezmax spot,Jan-21,2000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,spot,Suezmax spot,Mar-21,10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,spot,Suezmax spot,Apr-21,0,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-04,2026-04-20,2026,spot,Suezmax spot,Apr 21,15000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-05,2022-07-01,2022,spot,Suezmax spot,May-21,2000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,spot,Suezmax spot,Jul-21,0,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,spot,Suezmax spot,Jul-21,0,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,spot,Suezmax spot,Sep-21,5000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2026-04-20,2026,spot,Suezmax spot,Sept 21,0,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-10,2021-10-18,2021,spot,Suezmax spot,Oct-21,10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,spot,Suezmax spot,Oct-21,-5000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,spot,Suezmax spot,Nov-21,8000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,spot,Suezmax spot,Nov-21,5000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,spot,Suezmax spot,Dec-21,3000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,spot,Suezmax spot,Jan-22,5000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,spot,Suezmax spot,Jan-22,-2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,spot,Suezmax spot,Feb-22,-5000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2026-04-20,2026,spot,Suezmax spot,Feb 22,10000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-03,2022-07-01,2022,spot,Suezmax spot,Mar-22,25000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,spot,Suezmax spot,Mar-22,155000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,spot,Suezmax spot,Apr-22,65000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,spot,Suezmax spot,May-22,55000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
